Rings,Length,Shell weight,Diameter,Height,Whole weight,Shucked weight,Viscera weight
11,0.72,0.479,0.585,0.22,1.914,0.9155,0.448
12,0.72,0.602,0.575,0.215,2.1,0.8565,0.4825
10,0.73,0.4935,0.555,0.18,1.6895,0.6555,0.1965
17,0.775,0.6585,0.57,0.22,2.032,0.735,0.4755
8,0.505,0.175,0.39,0.115,0.66,0.3045,0.1555
10,0.53,0.245,0.425,0.13,0.7455,0.2995,0.1355
11,0.505,0.21,0.385,0.115,0.616,0.243,0.1075
7,0.405,0.095,0.305,0.09,0.2825,0.114,0.0575
7,0.415,0.095,0.3,0.1,0.3355,0.1545,0.0685
11,0.5,0.22,0.39,0.145,0.651,0.273,0.132
7,0.425,0.125,0.33,0.08,0.361,0.134,0.0825
8,0.47,0.175,0.35,0.1,0.4775,0.1885,0.0885
10,0.4,0.115,0.31,0.115,0.3465,0.1475,0.0695
10,0.37,0.085,0.29,0.1,0.25,0.1025,0.0505
19,0.5,0.215,0.38,0.155,0.66,0.2655,0.1365
9,0.41,0.095,0.31,0.11,0.315,0.124,0.082
9,0.375,0.085,0.29,0.1,0.276,0.1175,0.0565
11,0.49,0.165,0.385,0.125,0.5395,0.2175,0.128
10,0.585,0.285,0.48,0.185,1.04,0.434,0.265
14,0.595,0.365,0.455,0.155,1.041,0.416,0.2105
15,0.675,0.6,0.55,0.18,1.6885,0.562,0.3705
27,0.665,0.885,0.535,0.225,2.1835,0.7535,0.391
13,0.62,0.335,0.49,0.17,1.2105,0.5185,0.2555
5,0.325,0.045,0.25,0.055,0.166,0.076,0.051
9,0.455,0.125,0.355,0.08,0.452,0.2165,0.0995
8,0.525,0.175,0.405,0.13,0.7185,0.3265,0.1975
7,0.385,0.08,0.29,0.09,0.232,0.0855,0.0495
4,0.13,0.0035,0.095,0.035,0.0105,0.005,0.0065
3,0.18,0.009,0.13,0.045,0.0275,0.0125,0.01
6,0.31,0.045,0.225,0.05,0.1445,0.0675,0.0385
7,0.375,0.08,0.29,0.08,0.282,0.1405,0.0725
8,0.48,0.185,0.38,0.12,0.608,0.2705,0.1405
9,0.455,0.145,0.37,0.125,0.433,0.201,0.1265
7,0.425,0.11,0.325,0.1,0.3295,0.1365,0.0725
9,0.475,0.145,0.36,0.11,0.4555,0.177,0.0965
11,0.435,0.13,0.35,0.12,0.4585,0.192,0.1
6,0.29,0.035,0.21,0.075,0.275,0.113,0.0675
7,0.385,0.09,0.295,0.095,0.335,0.147,0.094
8,0.47,0.15,0.375,0.115,0.4265,0.1685,0.0755
10,0.5,0.185,0.4,0.125,0.5765,0.2395,0.126
7,0.4,0.085,0.31,0.1,0.127,0.106,0.071
12,0.62,0.4,0.51,0.175,1.1505,0.4375,0.2265
12,0.595,0.245,0.47,0.15,0.8915,0.359,0.2105
9,0.585,0.295,0.455,0.14,0.97,0.462,0.185
6,0.32,0.055,0.24,0.08,0.18,0.08,0.0385
10,0.52,0.215,0.41,0.125,0.6985,0.2945,0.1625
9,0.44,0.13,0.35,0.11,0.4585,0.2,0.0885
8,0.44,0.12,0.33,0.115,0.4005,0.143,0.113
12,0.565,0.18,0.425,0.1,0.7145,0.3055,0.166
9,0.56,0.335,0.425,0.125,0.932,0.361,0.213
10,0.59,0.31,0.455,0.175,0.966,0.391,0.2455
16,0.57,0.295,0.465,0.18,0.9995,0.405,0.277
14,0.68,0.465,0.53,0.205,1.496,0.5825,0.337
10,0.45,0.16,0.36,0.125,0.5065,0.222,0.105
7,0.32,0.05,0.24,0.075,0.1735,0.076,0.0355
9,0.46,0.125,0.35,0.11,0.3945,0.1685,0.0865
10,0.47,0.155,0.37,0.105,0.4665,0.2025,0.1015
9,0.455,0.135,0.35,0.105,0.401,0.1575,0.083
9,0.415,0.11,0.325,0.115,0.3455,0.1405,0.0765
11,0.465,0.185,0.35,0.12,0.5205,0.2015,0.1625
12,0.46,0.17,0.375,0.135,0.4935,0.186,0.0845
8,0.415,0.115,0.31,0.09,0.3245,0.1305,0.0735
7,0.27,0.036,0.195,0.07,0.106,0.0465,0.018
10,0.445,0.1505,0.355,0.11,0.4415,0.1805,0.1035
18,0.745,0.5855,0.585,0.19,1.966,0.8435,0.437
8,0.4,0.0935,0.3,0.115,0.3025,0.1335,0.0465
5,0.28,0.035,0.2,0.075,0.1225,0.0545,0.0115
10,0.55,0.265,0.44,0.135,0.879,0.368,0.2095
16,0.58,0.435,0.46,0.165,1.2275,0.473,0.1965
12,0.61,0.49,0.5,0.165,1.2715,0.4915,0.185
17,0.62,0.725,0.495,0.175,1.806,0.643,0.3285
14,0.56,0.285,0.42,0.195,0.8085,0.3025,0.1795
12,0.64,0.41,0.51,0.2,1.3905,0.61,0.3315
19,0.69,0.57,0.55,0.2,1.8465,0.732,0.472
17,0.715,0.885,0.565,0.24,2.1995,0.7245,0.465
11,0.71,0.49,0.565,0.195,1.817,0.785,0.492
9,0.55,0.29,0.47,0.15,0.897,0.377,0.184
5,0.375,0.095,0.305,0.09,0.3245,0.1395,0.0565
9,0.61,0.3,0.45,0.16,1.136,0.414,0.311
6,0.38,0.085,0.28,0.085,0.2735,0.115,0.061
5,0.37,0.07,0.275,0.085,0.2405,0.104,0.0535
6,0.335,0.045,0.235,0.085,0.1545,0.066,0.0345
4,0.165,0.005,0.115,0.015,0.0145,0.0055,0.003
7,0.285,0.04,0.21,0.075,0.1185,0.055,0.0285
6,0.19,0.01,0.13,0.03,0.0295,0.0155,0.015
5,0.215,0.01,0.15,0.03,0.0385,0.0115,0.005
10,0.595,0.23,0.465,0.125,0.799,0.3245,0.2
13,0.645,0.355,0.5,0.17,1.1845,0.4805,0.274
12,0.575,0.35,0.45,0.185,0.925,0.342,0.197
20,0.57,0.405,0.45,0.17,1.098,0.414,0.187
14,0.58,0.395,0.45,0.235,1.071,0.3,0.206
15,0.595,0.34,0.48,0.2,0.975,0.358,0.2035
14,0.595,0.445,0.47,0.25,1.283,0.462,0.2475
21,0.625,0.445,0.42,0.165,1.0595,0.358,0.165
16,0.535,0.26,0.42,0.165,0.9195,0.3355,0.1985
13,0.55,0.355,0.43,0.16,0.9295,0.317,0.1735
6,0.495,0.35,0.4,0.155,0.8085,0.2345,0.1155
6,0.32,0.045,0.235,0.08,0.1485,0.064,0.031
9,0.445,0.13,0.34,0.12,0.4475,0.193,0.1035
9,0.52,0.185,0.4,0.125,0.6865,0.295,0.1715
14,0.495,0.26,0.385,0.135,0.6335,0.2,0.1225
12,0.47,0.17,0.37,0.135,0.547,0.222,0.1325
10,0.49,0.195,0.37,0.14,0.585,0.243,0.115
11,0.58,0.315,0.47,0.165,0.927,0.3215,0.1985
15,0.645,0.455,0.495,0.185,1.4935,0.5265,0.2785
14,0.575,0.3,0.485,0.165,1.0405,0.419,0.264
6,0.215,0.02,0.17,0.055,0.0605,0.0205,0.014
13,0.43,0.12,0.325,0.11,0.3675,0.1355,0.0935
5,0.26,0.045,0.215,0.08,0.099,0.037,0.0255
11,0.37,0.07,0.28,0.09,0.233,0.0905,0.0545
10,0.405,0.125,0.305,0.105,0.3625,0.1565,0.0705
6,0.27,0.03,0.19,0.08,0.081,0.0265,0.0195
21,0.68,0.585,0.55,0.2,1.596,0.525,0.4075
13,0.65,0.44,0.515,0.195,1.4005,0.5195,0.36
25,0.645,0.51,0.49,0.215,1.406,0.4265,0.2285
19,0.57,0.295,0.405,0.16,0.9245,0.3445,0.2185
18,0.615,0.47,0.48,0.19,1.36,0.5305,0.2375
7,0.42,0.13,0.345,0.105,0.43,0.175,0.096
6,0.275,0.042,0.22,0.08,0.1365,0.0565,0.0285
5,0.29,0.04,0.225,0.075,0.14,0.0515,0.0235
8,0.42,0.135,0.34,0.115,0.4215,0.175,0.093
16,0.625,0.665,0.525,0.215,1.5765,0.5115,0.2595
27,0.55,0.525,0.465,0.18,1.2125,0.3245,0.205
18,0.66,0.61,0.505,0.2,1.6305,0.4865,0.297
17,0.565,0.35,0.47,0.195,1.142,0.387,0.258
13,0.595,0.52,0.495,0.235,1.366,0.5065,0.219
17,0.63,0.57,0.51,0.23,1.539,0.5635,0.2815
8,0.43,0.155,0.325,0.12,0.445,0.165,0.0995
10,0.455,0.175,0.35,0.14,0.5725,0.1965,0.1325
7,0.33,0.065,0.26,0.08,0.19,0.0765,0.0385
13,0.515,0.25,0.415,0.13,0.764,0.276,0.196
14,0.495,0.27,0.39,0.15,0.853,0.3285,0.189
13,0.485,0.19,0.375,0.145,0.5885,0.2385,0.1155
8,0.535,0.2,0.46,0.145,0.7875,0.3395,0.2005
17,0.58,0.385,0.465,0.175,1.035,0.401,0.1865
13,0.625,0.53,0.525,0.195,1.352,0.4505,0.2445
14,0.555,0.39,0.455,0.18,0.958,0.296,0.195
9,0.55,0.265,0.425,0.145,0.797,0.297,0.15
13,0.59,0.28,0.475,0.155,0.857,0.356,0.174
7,0.355,0.08,0.28,0.11,0.2235,0.0815,0.0525
7,0.275,0.03,0.2,0.075,0.086,0.0305,0.019
12,0.505,0.215,0.39,0.175,0.692,0.267,0.15
7,0.37,0.075,0.28,0.095,0.2225,0.0805,0.051
13,0.555,0.275,0.43,0.165,0.7575,0.2735,0.1635
9,0.505,0.25,0.4,0.165,0.729,0.2675,0.155
9,0.56,0.295,0.445,0.18,0.903,0.3575,0.2045
17,0.595,0.35,0.475,0.17,1.0965,0.419,0.229
14,0.57,0.295,0.45,0.165,0.903,0.3305,0.1845
13,0.6,0.415,0.48,0.175,1.229,0.4125,0.2735
15,0.56,0.33,0.435,0.185,1.106,0.422,0.2435
17,0.585,0.4,0.465,0.19,1.171,0.3905,0.2355
8,0.46,0.11,0.335,0.11,0.444,0.225,0.0745
8,0.46,0.16,0.36,0.115,0.4755,0.2105,0.105
12,0.415,0.125,0.315,0.125,0.388,0.068,0.09
11,0.435,0.125,0.32,0.12,0.3785,0.152,0.0915
7,0.475,0.185,0.38,0.135,0.486,0.1735,0.07
10,0.465,0.165,0.36,0.13,0.5265,0.2105,0.1185
11,0.355,0.085,0.28,0.1,0.2275,0.0935,0.0455
9,0.46,0.205,0.375,0.14,0.5105,0.192,0.1045
10,0.38,0.105,0.325,0.11,0.3105,0.12,0.074
9,0.47,0.15,0.365,0.12,0.543,0.2295,0.1495
6,0.36,0.075,0.27,0.09,0.2225,0.083,0.053
12,0.585,0.315,0.455,0.165,0.998,0.345,0.2495
11,0.655,0.415,0.59,0.2,1.5455,0.654,0.3765
13,0.6,0.38,0.485,0.175,1.2675,0.4995,0.2815
14,0.57,0.38,0.46,0.17,1.1,0.4125,0.2205
11,0.645,0.36,0.5,0.2,1.4285,0.639,0.305
14,0.65,0.53,0.495,0.18,1.793,0.8005,0.339
12,0.51,0.24,0.395,0.145,0.6185,0.216,0.1385
8,0.52,0.175,0.38,0.135,0.5825,0.2505,0.1565
13,0.495,0.285,0.415,0.165,0.7485,0.264,0.134
8,0.43,0.135,0.335,0.115,0.406,0.166,0.0935
13,0.59,0.295,0.465,0.16,1.1005,0.506,0.2525
10,0.55,0.32,0.46,0.175,0.869,0.3155,0.1825
11,0.585,0.27,0.43,0.16,0.955,0.3625,0.176
17,0.58,0.3,0.455,0.16,0.9215,0.312,0.196
13,0.62,0.32,0.51,0.15,1.456,0.581,0.2875
14,0.59,0.345,0.45,0.16,0.893,0.2745,0.2185
13,0.72,0.62,0.575,0.215,2.226,0.8955,0.405
14,0.635,0.36,0.51,0.175,1.2125,0.5735,0.261
15,0.61,0.42,0.48,0.175,1.0675,0.391,0.216
13,0.545,0.295,0.445,0.175,0.8525,0.3465,0.189
12,0.57,0.255,0.45,0.16,0.8615,0.3725,0.2175
18,0.6,0.32,0.475,0.18,1.162,0.511,0.2675
14,0.52,0.25,0.41,0.17,0.8705,0.3735,0.219
15,0.635,0.58,0.51,0.21,1.598,0.6535,0.2835
13,0.67,0.37,0.52,0.15,1.406,0.519,0.348
15,0.695,0.685,0.57,0.2,2.033,0.751,0.4255
20,0.655,0.445,0.525,0.185,1.259,0.487,0.2215
14,0.62,0.355,0.48,0.23,1.0935,0.403,0.245
19,0.6,0.425,0.475,0.18,1.1805,0.4345,0.2475
9,0.51,0.17,0.405,0.13,0.7175,0.3725,0.158
10,0.525,0.195,0.405,0.135,0.7575,0.3305,0.216
9,0.44,0.155,0.375,0.13,0.487,0.226,0.0965
8,0.485,0.185,0.415,0.14,0.5705,0.25,0.134
10,0.495,0.175,0.385,0.13,0.6905,0.3125,0.179
7,0.435,0.125,0.345,0.12,0.4475,0.221,0.112
9,0.405,0.1,0.315,0.105,0.347,0.1605,0.0785
9,0.42,0.1,0.33,0.1,0.352,0.1635,0.089
9,0.5,0.195,0.395,0.15,0.7145,0.3235,0.173
7,0.385,0.1,0.305,0.105,0.3315,0.1365,0.0745
6,0.33,0.06,0.265,0.09,0.18,0.068,0.036
10,0.58,0.285,0.475,0.155,0.974,0.4305,0.23
6,0.325,0.065,0.27,0.1,0.185,0.08,0.0435
10,0.475,0.185,0.375,0.12,0.563,0.2525,0.1205
9,0.38,0.095,0.3,0.09,0.3215,0.1545,0.075
6,0.34,0.055,0.26,0.09,0.179,0.076,0.0525
12,0.525,0.22,0.425,0.12,0.702,0.3335,0.1465
10,0.52,0.285,0.415,0.145,0.8045,0.3325,0.1725
13,0.535,0.25,0.45,0.135,0.8075,0.322,0.181
8,0.475,0.17,0.36,0.12,0.578,0.2825,0.12
7,0.415,0.125,0.325,0.1,0.385,0.167,0.08
8,0.495,0.165,0.385,0.125,0.585,0.2755,0.1235
10,0.48,0.21,0.405,0.13,0.6375,0.277,0.1445
10,0.52,0.23,0.425,0.15,0.813,0.385,0.2015
9,0.46,0.195,0.375,0.13,0.5735,0.2505,0.119
11,0.58,0.265,0.455,0.12,0.94,0.399,0.257
11,0.59,0.285,0.49,0.135,1.008,0.422,0.2245
23,0.55,0.26,0.415,0.135,0.775,0.302,0.179
12,0.65,0.365,0.5,0.165,1.1445,0.485,0.218
16,0.465,0.23,0.375,0.135,0.6,0.2225,0.129
11,0.455,0.175,0.355,0.13,0.515,0.2,0.1275
13,0.47,0.195,0.375,0.13,0.5795,0.2145,0.164
13,0.435,0.125,0.35,0.11,0.384,0.143,0.1005
7,0.35,0.085,0.265,0.11,0.2965,0.1365,0.063
8,0.315,0.04,0.24,0.07,0.137,0.0545,0.0315
16,0.595,0.34,0.47,0.145,0.991,0.4035,0.1505
14,0.58,0.275,0.475,0.135,0.925,0.391,0.165
17,0.575,0.27,0.435,0.15,0.805,0.293,0.1625
13,0.535,0.25,0.435,0.155,0.8915,0.3415,0.177
13,0.515,0.29,0.42,0.14,0.769,0.2505,0.154
12,0.505,0.2,0.385,0.135,0.6185,0.251,0.1175
15,0.505,0.205,0.395,0.145,0.6515,0.2695,0.153
10,0.4,0.095,0.31,0.1,0.2875,0.1145,0.0635
14,0.49,0.215,0.395,0.135,0.5545,0.213,0.0925
12,0.53,0.22,0.435,0.135,0.7365,0.3275,0.1315
8,0.395,0.095,0.325,0.105,0.306,0.111,0.0735
17,0.665,0.475,0.535,0.19,1.496,0.5775,0.2815
10,0.415,0.1,0.305,0.105,0.3605,0.12,0.082
11,0.43,0.12,0.345,0.115,0.3045,0.0925,0.055
13,0.475,0.2,0.395,0.135,0.592,0.2465,0.1645
15,0.525,0.24,0.425,0.145,0.7995,0.3345,0.209
15,0.48,0.255,0.39,0.145,0.5825,0.2315,0.121
9,0.42,0.115,0.345,0.115,0.3435,0.1515,0.0795
15,0.59,0.335,0.46,0.155,0.906,0.327,0.1485
9,0.515,0.215,0.42,0.135,0.6295,0.2815,0.127
13,0.695,0.445,0.55,0.22,1.5515,0.566,0.3835
23,0.8,0.62,0.63,0.195,2.526,0.933,0.59
23,0.61,0.36,0.49,0.15,1.103,0.425,0.2025
18,0.565,0.275,0.48,0.175,0.957,0.3885,0.215
11,0.56,0.245,0.455,0.165,0.86,0.4015,0.1695
17,0.655,0.485,0.485,0.195,1.62,0.6275,0.358
17,0.64,0.455,0.52,0.2,1.407,0.566,0.304
11,0.59,0.25,0.47,0.17,0.9,0.355,0.1905
7,0.31,0.045,0.24,0.09,0.1455,0.0605,0.0315
6,0.255,0.025,0.185,0.07,0.075,0.028,0.018
6,0.17,0.008,0.125,0.055,0.0235,0.009,0.0055
21,0.67,0.4,0.55,0.17,1.247,0.472,0.2455
17,0.71,0.565,0.565,0.195,1.7265,0.638,0.3365
13,0.56,0.263,0.43,0.125,0.8025,0.313,0.1715
11,0.505,0.2175,0.4,0.13,0.764,0.3035,0.189
16,0.525,0.2515,0.43,0.165,0.8645,0.376,0.1945
9,0.45,0.149,0.36,0.105,0.4715,0.2035,0.0935
12,0.515,0.216,0.435,0.17,0.631,0.2765,0.111
19,0.59,0.27,0.475,0.16,0.9455,0.3815,0.184
18,0.7,0.42,0.53,0.19,1.3185,0.548,0.233
17,0.72,0.525,0.56,0.175,1.7265,0.637,0.3415
11,0.635,0.31,0.495,0.15,1.081,0.4825,0.242
13,0.555,0.28,0.44,0.135,0.9025,0.3805,0.2105
13,0.575,0.4,0.47,0.15,1.1415,0.4515,0.204
17,0.585,0.25,0.455,0.125,1.027,0.391,0.212
20,0.61,0.515,0.485,0.21,1.3445,0.535,0.2205
13,0.645,0.505,0.525,0.2,1.449,0.601,0.2565
11,0.545,0.265,0.44,0.175,0.7745,0.2985,0.1875
12,0.55,0.25,0.45,0.155,0.7895,0.343,0.159
18,0.66,0.41,0.525,0.205,1.3665,0.5005,0.291
18,0.57,0.305,0.475,0.195,1.0295,0.4635,0.1905
15,0.6,0.29,0.47,0.2,1.031,0.392,0.2035
12,0.63,0.315,0.505,0.165,1.065,0.4595,0.216
19,0.695,0.5,0.57,0.23,1.885,0.8665,0.435
15,0.65,0.48,0.545,0.16,1.2425,0.487,0.296
16,0.72,0.66,0.595,0.225,1.969,0.8045,0.423
12,0.56,0.3,0.44,0.17,0.9445,0.3545,0.2175
8,0.42,0.105,0.325,0.115,0.354,0.1625,0.064
3,0.18,0.01,0.125,0.05,0.023,0.0085,0.0055
12,0.405,0.11,0.325,0.11,0.3575,0.145,0.0725
12,0.5,0.185,0.405,0.15,0.5965,0.253,0.126
12,0.435,0.135,0.335,0.11,0.383,0.1555,0.0675
10,0.34,0.07,0.275,0.09,0.2065,0.0725,0.043
8,0.43,0.109,0.34,0.11,0.382,0.154,0.0955
12,0.535,0.1815,0.41,0.155,0.6315,0.2745,0.1415
12,0.415,0.106,0.325,0.115,0.3285,0.1405,0.051
10,0.36,0.0735,0.265,0.09,0.2165,0.096,0.037
5,0.175,0.01,0.135,0.04,0.0305,0.011,0.0075
5,0.155,0.0075,0.115,0.025,0.024,0.009,0.005
11,0.525,0.215,0.43,0.15,0.7365,0.3225,0.161
16,0.525,0.21,0.39,0.135,0.6005,0.2265,0.131
11,0.44,0.132,0.345,0.105,0.4285,0.165,0.083
12,0.45,0.14,0.345,0.115,0.496,0.1905,0.117
14,0.485,0.177,0.365,0.14,0.6195,0.2595,0.1445
11,0.47,0.1525,0.35,0.135,0.567,0.2315,0.1465
10,0.515,0.2215,0.375,0.14,0.6505,0.2495,0.141
11,0.42,0.144,0.34,0.125,0.4495,0.165,0.1125
16,0.455,0.1335,0.35,0.125,0.4485,0.1585,0.102
10,0.37,0.069,0.29,0.09,0.241,0.11,0.045
10,0.33,0.0605,0.25,0.09,0.197,0.085,0.041
7,0.3,0.043,0.22,0.09,0.1425,0.057,0.0335
14,0.625,0.38,0.46,0.16,1.2395,0.55,0.273
14,0.61,0.32,0.475,0.17,1.0385,0.4435,0.241
14,0.625,0.35,0.465,0.155,0.972,0.404,0.1845
17,0.635,0.435,0.505,0.19,1.3315,0.5805,0.252
14,0.5,0.19,0.385,0.155,0.762,0.3795,0.161
17,0.53,0.235,0.43,0.17,0.775,0.35,0.152
13,0.445,0.17,0.33,0.1,0.437,0.163,0.0755
12,0.585,0.195,0.415,0.155,0.6985,0.3,0.146
16,0.44,0.14,0.355,0.165,0.435,0.159,0.105
10,0.29,0.045,0.225,0.08,0.1295,0.0535,0.026
15,0.555,0.3,0.455,0.17,0.8435,0.309,0.1905
15,0.655,0.315,0.515,0.145,1.25,0.5265,0.283
10,0.58,0.32,0.46,0.185,1.017,0.3515,0.2
12,0.625,0.395,0.43,0.175,1.411,0.572,0.297
15,0.62,0.33,0.485,0.17,1.208,0.4805,0.3045
8,0.64,0.36,0.5,0.15,1.0705,0.371,0.2705
10,0.505,0.167,0.375,0.115,0.5895,0.2635,0.12
9,0.5,0.1785,0.395,0.12,0.537,0.2165,0.1085
7,0.31,0.048,0.245,0.095,0.15,0.0525,0.034
12,0.505,0.17,0.38,0.145,0.651,0.2935,0.19
9,0.42,0.0955,0.305,0.11,0.28,0.094,0.0785
10,0.4,0.113,0.315,0.105,0.287,0.1135,0.037
18,0.425,0.13,0.315,0.125,0.3525,0.1135,0.0565
11,0.31,0.04,0.235,0.06,0.12,0.0415,0.033
18,0.465,0.155,0.35,0.13,0.494,0.1945,0.103
10,0.465,0.16,0.36,0.12,0.4765,0.192,0.1125
13,0.35,0.06,0.255,0.085,0.2145,0.1,0.0465
15,0.52,0.26,0.415,0.16,0.595,0.2105,0.142
12,0.475,0.1475,0.365,0.13,0.4805,0.1905,0.114
10,0.41,0.095,0.315,0.11,0.321,0.1255,0.0655
6,0.26,0.03,0.2,0.065,0.096,0.044,0.027
13,0.575,0.26,0.45,0.17,0.9315,0.358,0.2145
14,0.565,0.285,0.435,0.155,0.782,0.2715,0.168
6,0.26,0.03,0.19,0.075,0.0945,0.0445,0.02
10,0.53,0.18,0.385,0.125,0.6695,0.289,0.151
9,0.34,0.07,0.255,0.095,0.213,0.081,0.034
11,0.52,0.185,0.38,0.14,0.525,0.1775,0.115
18,0.635,0.485,0.5,0.18,1.312,0.529,0.2485
11,0.61,0.38,0.485,0.165,1.087,0.4255,0.232
16,0.66,0.555,0.515,0.18,1.523,0.54,0.3365
16,0.635,0.49,0.5,0.18,1.319,0.5485,0.292
14,0.465,0.22,0.38,0.135,0.579,0.208,0.1095
23,0.515,0.3,0.4,0.16,0.8175,0.2515,0.156
9,0.335,0.055,0.24,0.095,0.17,0.062,0.039
16,0.515,0.28,0.4,0.17,0.796,0.258,0.1755
9,0.345,0.06,0.255,0.1,0.197,0.071,0.051
13,0.465,0.145,0.355,0.125,0.5255,0.2025,0.135
10,0.54,0.255,0.415,0.17,0.879,0.339,0.208
9,0.475,0.145,0.355,0.125,0.4625,0.186,0.107
11,0.445,0.14,0.335,0.14,0.4565,0.1785,0.114
9,0.5,0.14,0.355,0.14,0.528,0.2125,0.149
12,0.5,0.18,0.38,0.135,0.5835,0.2295,0.1265
14,0.55,0.28,0.435,0.17,0.884,0.2875,0.1645
6,0.275,0.03,0.205,0.08,0.096,0.036,0.0185
7,0.35,0.06,0.265,0.09,0.1855,0.0745,0.0415
9,0.37,0.0835,0.285,0.105,0.27,0.1125,0.0585
10,0.42,0.145,0.33,0.125,0.463,0.186,0.11
10,0.35,0.06,0.26,0.09,0.198,0.0725,0.056
9,0.395,0.096,0.305,0.105,0.282,0.0975,0.065
8,0.325,0.032,0.2,0.08,0.0995,0.0395,0.0225
5,0.275,0.027,0.2,0.065,0.092,0.0385,0.0235
6,0.235,0.022,0.17,0.065,0.0625,0.023,0.014
5,0.25,0.0225,0.18,0.06,0.073,0.028,0.017
5,0.25,0.0225,0.185,0.065,0.071,0.027,0.0185
4,0.2,0.011,0.145,0.05,0.036,0.0125,0.008
20,0.585,0.358,0.47,0.17,1.099,0.3975,0.2325
14,0.445,0.19,0.35,0.14,0.5905,0.2025,0.158
13,0.5,0.27,0.385,0.13,0.768,0.2625,0.095
8,0.44,0.13,0.325,0.08,0.413,0.144,0.1015
17,0.515,0.315,0.405,0.14,0.8505,0.312,0.146
11,0.52,0.215,0.405,0.14,0.6915,0.276,0.137
11,0.5,0.18,0.39,0.13,0.709,0.275,0.168
9,0.425,0.105,0.325,0.12,0.3755,0.142,0.1065
16,0.51,0.235,0.415,0.14,0.8185,0.3025,0.2155
8,0.37,0.07,0.275,0.08,0.227,0.093,0.0625
13,0.54,0.24,0.415,0.13,0.8245,0.272,0.226
11,0.615,0.24,0.475,0.17,1.1825,0.474,0.2895
20,0.565,0.375,0.44,0.175,1.122,0.393,0.2
14,0.645,0.385,0.515,0.175,1.6115,0.6745,0.384
14,0.615,0.32,0.47,0.175,1.2985,0.5135,0.343
14,0.605,0.31,0.49,0.145,1.3,0.517,0.3285
12,0.59,0.28,0.455,0.165,1.161,0.38,0.2455
18,0.645,0.38,0.485,0.155,1.489,0.5915,0.312
13,0.57,0.34,0.42,0.155,1.008,0.377,0.193
8,0.47,0.135,0.355,0.18,0.441,0.1525,0.1165
14,0.5,0.2115,0.44,0.155,0.742,0.2025,0.2005
13,0.52,0.24,0.425,0.145,0.7,0.207,0.1905
8,0.39,0.08,0.285,0.095,0.271,0.11,0.06
12,0.52,0.21,0.4,0.165,0.8565,0.2745,0.201
14,0.54,0.275,0.415,0.175,0.8975,0.275,0.241
14,0.46,0.235,0.36,0.135,0.6105,0.1955,0.107
8,0.355,0.065,0.26,0.09,0.1925,0.077,0.038
13,0.49,0.2515,0.4,0.145,0.6635,0.21,0.1295
11,0.63,0.3065,0.51,0.185,1.235,0.5115,0.349
14,0.5,0.204,0.385,0.145,0.7615,0.246,0.195
15,0.49,0.1835,0.39,0.135,0.592,0.242,0.096
7,0.44,0.113,0.325,0.115,0.39,0.163,0.087
10,0.515,0.3205,0.395,0.165,0.7565,0.1905,0.17
11,0.475,0.187,0.38,0.145,0.57,0.167,0.118
8,0.42,0.085,0.31,0.1,0.2865,0.115,0.0735
9,0.4,0.105,0.305,0.13,0.2935,0.096,0.0675
12,0.45,0.225,0.36,0.16,0.567,0.174,0.1245
15,0.52,0.17,0.4,0.13,0.6245,0.215,0.2065
12,0.505,0.285,0.4,0.155,0.8415,0.2715,0.1775
15,0.495,0.25,0.4,0.14,0.7775,0.2015,0.18
19,0.54,0.355,0.41,0.145,0.989,0.2815,0.213
12,0.48,0.2,0.39,0.125,0.6905,0.219,0.155
9,0.33,0.07,0.26,0.08,0.2,0.0625,0.05
5,0.285,0.033,0.21,0.07,0.109,0.044,0.0265
6,0.3,0.0345,0.23,0.075,0.127,0.052,0.03
6,0.31,0.083,0.24,0.105,0.2885,0.118,0.065
6,0.34,0.0525,0.255,0.075,0.18,0.0745,0.04
7,0.375,0.044,0.3,0.075,0.144,0.059,0.03
7,0.415,0.114,0.325,0.1,0.4665,0.2285,0.1065
6,0.415,0.095,0.315,0.105,0.33,0.1405,0.0705
6,0.415,0.093,0.315,0.09,0.3625,0.175,0.0835
8,0.42,0.0945,0.32,0.1,0.34,0.1745,0.05
6,0.425,0.105,0.31,0.105,0.365,0.159,0.0825
8,0.465,0.1505,0.375,0.11,0.5,0.21,0.113
8,0.465,0.175,0.35,0.135,0.6265,0.259,0.1445
8,0.47,0.163,0.37,0.11,0.5555,0.25,0.115
8,0.47,0.135,0.375,0.12,0.6015,0.2765,0.1455
10,0.475,0.1625,0.365,0.12,0.53,0.2505,0.0975
7,0.48,0.161,0.37,0.135,0.6315,0.3445,0.1015
8,0.5,0.211,0.4,0.13,0.7715,0.37,0.16
7,0.505,0.172,0.39,0.185,0.6125,0.267,0.142
9,0.525,0.199,0.425,0.19,0.872,0.4625,0.1725
9,0.54,0.2235,0.42,0.12,0.8115,0.392,0.1455
11,0.545,0.2625,0.45,0.15,0.8795,0.387,0.15
9,0.565,0.2485,0.44,0.15,0.983,0.4475,0.2355
11,0.58,0.325,0.46,0.18,1.145,0.48,0.277
9,0.59,0.292,0.455,0.16,1.09,0.5,0.2215
9,0.59,0.335,0.48,0.16,1.262,0.5685,0.2725
10,0.595,0.361,0.49,0.185,1.185,0.482,0.2015
